mag_x,mag_y,mag_z,azimuth,elevation
-4.4425522716212456,6.8904555408787544,39.009051398255004,0.0,-3.998306434611014
-4.445012687708565,6.887995124791435,39.005770843471915,0.02107205914126098,-3.9822277961496924
-4.468502959018678,6.8515683007126436,38.99385531087811,-0.04274717681661855,-3.9844190910424055
-4.443538262638397,6.8891854252678515,39.008504937906245,-0.021390837272207364,-4.047353580061069
-4.442057656123655,6.891463281444377,39.00930218756803,-0.033682506818962565,-4.0407794326592175
-4.467655351555893,6.886760080080437,39.012689408202796,-0.011216518423992738,-4.0549451769712705
-4.488485395970876,6.8798828125,39.01012974958737,0.027882103986854645,-3.948402959491814
-4.477967542899427,6.879370701593453,39.00685976715655,0.011757600440148508,-3.9748923997921795
-4.4764133883172015,6.879303129655096,39.00692733909491,-0.026553340321413543,-4.0004934320313845
-4.437073304845694,6.880341035288079,39.007629210884765,0.012246096622277491,-4.105240030650329
-4.437864275204318,6.881000177253599,39.00736555409856,0.017337510787257315,-4.104160535554422
-4.463531566088676,6.874359058911324,38.99139675842745,0.02070755856505002,-3.941269427956789
-4.46403164173368,6.8849249977826394,38.98931093676088,-0.03344099740235151,-4.035061870102625
-4.4765024007330085,6.880049957262743,38.98768592325425,0.018016183575753075,-4.036275374138236
-4.483567710592065,6.866747160322944,38.9866216847847,-0.024153238047773584,-4.029504220636227
-4.482129745745152,6.865962815860993,38.98714458109267,-0.036190543252104135,-4.057206808115346
-4.466263475591245,6.857308486686134,38.992914133875914,-0.03626092814636195,-4.051836717994499
-4.452579000918845,6.864491421071011,38.98511795392899,-0.04408269871203174,-4.036190699301006
-4.459712937662935,6.87352056802429,38.98089867834716,0.008649628152994637,-3.953985496537885
-4.477516737518809,6.872739525005787,38.99585830622685,-0.011694256583467677,-4.023345127997158
-4.476162049182329,6.872322697825332,38.99752561494867,-0.02681618869272029,-4.042758381690756
-4.458978172046366,6.867035351014266,39.018675002192936,0.03670540611412321,-3.974417346040458
-4.4297050446855994,6.902133213772809,39.005894464371195,-0.022358564082281873,-4.023576757263172
-4.4298496004284935,6.900398544858076,39.00618357585699,-0.004167548992256798,-4.016720068319899
-4.476748643803695,6.869326768803695,39.008859212661086,-0.022714202640656822,-4.024116933475639
-4.477312253681609,6.869890378681609,39.010550042294824,-0.04815555784190906,-3.9680079231107697
-4.477054336765591,6.870878899368357,39.01026101728118,-0.03416725473925908,-4.02271470911073
-4.475313137698925,6.87361506933026,39.00677861914785,-0.024609256094095144,-3.999881123982589
-4.4627574365328995,6.8933454568768715,38.9816672168158,-0.03344940326897472,-4.039293615492925
-4.46610183371844,6.882452519161407,39.004162850822816,-0.01574636016945874,-4.0434968799273845
-4.474586567994815,6.883866641540803,39.006991095581604,0.007664378794800086,-4.048238408940184
-4.475489514061091,6.884017132551849,39.007292077603694,0.038407556882788185,-3.9797172725940393
-4.473897417596121,6.8854415195726535,39.00405780049143,-0.00158819119957343,-4.00029285984465
-4.458116736092064,6.887070876759919,38.99165837240297,0.017433668255279144,-4.023996167657306
-4.476664339219522,6.875913817957167,38.98874861640239,0.018826076043069406,-3.98558184382255
-4.463581031394268,6.894984591401641,38.99746792546967,0.052399169917123345,-4.004052107694945
-4.461477627476596,6.894175589894845,38.997629725771034,-0.0010349423554885107,-4.038550922829435
-4.479936876834141,6.9091535323504845,38.995365687316585,0.0022374857071838505,-3.9821611897135085
-4.485124746424531,6.912266254104718,38.994846900357544,0.002338592499143033,-4.047827081468421
-4.485158521933303,6.909474928183303,38.998533736291684,0.030790986258267594,-3.9828725993985428
-4.472798614651786,6.897115020901786,39.00625867834263,0.028586209562632803,-3.9422333967567025
-4.4577672694119626,6.904982528894491,39.00875308713038,0.006206984865627874,-4.030585204663427
-4.457605332024306,6.907087714934026,39.010372461006945,0.020154618630641608,-3.9780780156000133
-4.4560765234884245,6.926962225900476,39.02566054636575,0.022298296704576615,-3.965093076303102
-4.459692442301835,6.900585461585321,39.0183836105945,-0.027427694371539246,-3.9994526204433054
-4.468753741846339,6.897299424365446,39.01334510688455,-0.024761937120445054,-4.162761010501947
-4.477037425992328,6.897474292757672,39.00929069900767,-0.01910715371371907,-4.184709320215011
-4.482547935602902,6.891963783147098,39.0037801893971,-0.04258591484722274,-4.0264087667877915
-4.4670553768382355,6.906408818122838,39.00041731996107,0.013952031785237295,-3.9798002605041
-4.463404514196492,6.9098449241385955,39.00020256333509,0.053370108077984924,-3.9725333448885776
-4.457034323830531,6.923672798457172,39.00334184239385,-0.026367796685491385,-4.006313657766888
-4.480656104095925,6.9085910971986415,39.00977616514825,-0.005740029924055534,-4.01557232202107
-4.445925131313667,6.8970141062712225,38.994891462527285,0.04163802889488011,-3.9830969241445806
-4.445281094731802,6.871849475893992,39.01664917026661,-0.02604750376556808,-3.9930292986784375
-4.465745268784643,6.866248459357679,39.010554412511546,0.023992231278015197,-3.9749500282752117
-4.464863744473719,6.86668922151314,39.010260571074575,0.009861768604338295,-3.975853865713678
-4.4397674316239515,6.879237377938024,39.00307843015494,-0.03707171095169315,-4.069457566980962
-4.440303935209337,6.878969126145331,39.00374905963667,0.019814106835013945,-3.9881220578257865
-4.4476760428325495,6.875283072333725,39.01296419416569,0.040398470785504514,-3.973012908569649
-4.464926509533898,6.8861228813559325,39.013671875,-0.04489875931244569,-4.010865389141362
-4.466613662514611,6.887247650009741,39.013671875,0.030517614919517655,-3.9759745748020765
-4.474253827239386,6.895626328420205,39.02133742394143,0.02399830393133584,-3.9816547574325574
-4.425452686295421,6.85007896748806,39.00305181175431,0.029204821256087143,-4.000407323400042
-4.421411283019689,6.845845116437294,39.000549990678856,-0.03923483223815083,-4.057823203719427
-4.453726502956466,6.873478545396767,39.001769134670646,0.013550412376218901,-3.960062026409493
-4.457056612633067,6.871813490558466,39.002102145638304,0.0382653624265572,-3.9635350527118494
-4.4471878493664825,6.887500249547487,39.018261469202514,-0.0038411754328535608,-3.9684994976174415
-4.449012318773069,6.888803441980763,39.01695827676924,-0.009455790901029104,-4.007268417088932
-4.45874531746743,6.89526875496743,39.01219686506514,0.021860571905108372,-3.960458068844693
-4.4583499320144,6.8948733695144,39.0129876359712,0.01703587285442154,-3.966658744194626
-4.453647614952157,6.890171052452157,39.022392270095686,-0.013359654062867321,-4.013330125764509
-4.457652271702085,6.907093822047915,39.003728479601044,0.036599480899752734,-3.9793584568339515
-4.476706365217793,6.880382933345527,39.003684532375544,-0.01924337908960183,-4.040673708605459
-4.477970406915278,6.878035427335911,39.00296222283413,-0.0010486828554405747,-4.028882840518413
-4.481129711371671,6.870461372829661,38.999770151475666,0.0100426138136811,-3.9537291885279253
-4.474301531520906,6.880020824620732,39.00113578744582,-0.056370685652524344,-3.976902114564025
-4.463619133844818,6.880064939711205,39.0025944832694,-0.009009688558734297,-3.9773104225959193
-4.453740786057145,6.874362475964271,39.00370098798095,-0.013186227964894215,-4.025224587841138
-4.458756153975486,6.849285636372571,39.00202919867484,-0.02829382453248286,-4.102177258894971
-4.459273425363733,6.846699279431336,39.00185677487875,-0.019696053851902207,-4.01254355888448
-4.458106232003291,6.867624562937063,38.999621988764915,-0.02754664295702014,-4.019591842494328
-4.462730944377314,6.8728659036276225,38.997155475498765,-0.006767186902038702,-4.001138430627223
-4.481378263625724,6.882929835529982,38.98829801221857,0.0020246777379213654,-3.975730978091689
-4.482019353005273,6.875201260997363,38.998267964321904,0.028144279008785134,-3.9578930611840955
-4.48125372043828,6.87558407728086,38.99992683488372,0.007837149656069187,-3.9583693688672734
-4.473505434782608,6.879458220108695,39.01671478713768,0.03510088361917951,-4.159089994524474
-4.458779483352394,6.873575191296543,38.99837029964894,-0.01620791257454357,-4.18928618784599
-4.446481614053713,6.867880031091114,38.97962835406074,-0.03632607309049263,-4.1582132316261085
-4.47620428930585,6.883235487639293,38.98512368069448,0.04232106652753487,-4.0185292867074835
-4.4903107497912345,6.899032188543826,38.99076899853864,0.027268972425900984,-4.015344312650222
-4.490535524888658,6.897908313056707,38.99234242422061,0.03448790950096736,-4.037804334058423
-4.449039009625702,6.861739029227881,38.99874085016713,-0.029934817200938824,-4.0067458605576745
-4.447473092140558,6.8646098779506435,38.99769690517704,-0.025450697939106703,-4.157315950028321
-4.448800990801238,6.881676759155777,39.008582869454955,-0.027085896249303687,-4.012847251245387
-4.449009259820089,6.882648681243747,39.00941594553036,0.022496017718225403,-4.0004355255606185
-4.451868242094692,6.895990598525228,39.02085187462877,-0.017878682816501623,-4.053585423757088
-4.45645728508945,6.881861758213299,38.9992206255344,0.0035670543303751856,-4.0026150136621235
-4.478092402712049,6.885554505063679,38.99390508514837,0.017845641810055213,-4.047614599696063
-4.498464587219687,6.899128481173551,39.00194081262742,-0.02156066115932731,-3.974835738635778
-4.4977076759003145,6.898922050813722,39.00228486322713,-0.02269287549719934,-4.009899081582701
-4.480628269640419,6.89426403092466,39.0100482297089,-0.016140684391785953,-4.016090663434269
-4.480526199219047,6.876349945311906,39.01170438769524,-0.017122388723748827,-4.0157432931775405
-4.481500757676522,6.874400828396956,39.01146074808087,0.019633209643444616,-3.9930136330451065
-4.460504089022557,6.889605760621344,38.99174799232561,-0.017941451699357458,-3.987145363567973
-4.43960298640731,6.885739768935745,38.99430499779284,-0.028972344311512188,-4.026987840423128
-4.426004488358405,6.884100283984002,38.9972924573436,0.02363078820005171,-3.9618640680198443
-4.446631225075033,6.892033644259628,39.00046580145385,-0.021379409700557517,-4.03174136719643
-4.449891669723431,6.88914236620572,38.99930929023229,-0.036623995591725134,-4.036786372194783
-4.451528073077428,6.883596950267206,38.99276383669838,-0.031202300382830117,-4.0455495696526205
-4.45486286053351,6.884338014146335,38.990540645060996,-0.0236573301037879,-4.0337493442051375
-4.466891945775772,6.879273605731947,38.98722254409537,-0.029485704513774635,-3.997177193016552
-4.471347388799006,6.8941080912352275,39.000191245779405,0.020816944946062677,-3.986573890153385
-4.476858399534585,6.917702158311267,39.000502935172925,0.024512580484071123,-3.9534157557432934
-4.475535236493942,6.905793690945474,38.993887119969706,-0.03169650488698039,-4.008937033630941
-4.45424648925104,6.8961687868411925,39.00307258256761,0.017018203023354772,-3.9820353035062235
-4.4527361019309115,6.895756863026612,39.003896430196775,0.0008502687267082365,-4.096613853814426
-4.465668880781938,6.897212279735683,39.010369200853525,-0.023982898082863358,-3.9987384540755513
-4.477249866292868,6.8956594841214445,39.01298922438572,-0.026243130589307384,-4.004164186180366
-4.456177634182058,6.87255859375,39.00718721828702,-0.007389735095472361,-4.060357356164499
-4.448101012331125,6.87255859375,39.00415848509292,-0.023206010119452003,-4.049260615611746
-4.46855929459999,6.876244103863332,39.01252137408999,-0.025515744910137528,-4.024223155186299
-4.469601498082142,6.8763830643276185,39.01293825548286,-0.033052649497591347,-3.9894799923978272
-4.501766659945352,6.867750367271859,39.024189147065115,0.006523155839175843,-3.96886540718852
-4.4840702241026715,6.8700560558200445,39.01794447382851,0.006965045593204877,-3.9749040381475536
-4.452287151886912,6.885239478632148,39.00390625,0.0008893340681197515,-3.9536784766570188
-4.45298512920097,6.885658265020582,39.00390625,0.0017178895886331702,-4.027545953280965
-4.445410847163111,6.88720703125,39.0112921111541,-0.03549395236592545,-3.9984784931317363
-4.444408591331804,6.88720703125,39.01202102448596,0.00046194544327704534,-4.015284367499567
-4.439517328341198,6.885286007920599,38.99503826112983,0.012853679992218758,-4.042119494957223
