mag_x,mag_y,mag_z,azimuth,elevation
1.414180880795283,-12.695316716591105,-62.16857330374973,0.0,6.453032334659306
1.412269710876781,-12.69750091078368,-62.16557003673494,0.01785594753555131,6.43649788010726
1.411596988904181,-12.698269735895222,-62.16451290220657,0.0014396657657300693,6.40488515531994
1.4087807837222717,-12.692513583860913,-62.18163403530501,-0.006878291689915272,6.408692086223958
1.4089500707142442,-12.691836435893023,-62.17977187839331,-0.053347561928504206,6.375277868008083
1.410297549724172,-12.686446519853313,-62.16494960928411,-0.03736008841015348,6.3521585503424065
1.4103814070543212,-12.68310546875,-62.14749625884753,-0.07841482993282511,6.352468267128004
1.4103113880106533,-12.68310546875,-62.14672604936719,-0.05186198494155292,6.308086801417604
1.4088644222674847,-12.68310546875,-62.13080942619233,-0.017027105522117836,6.322199960977222
1.4552022498461814,-12.648792430384646,-62.12980280198079,-0.014589779698439997,6.337654323747041
1.441405250501643,-12.673820129013144,-62.126463177919405,-0.05039028714739402,6.332896362938054
1.4416561771944354,-12.675827542555483,-62.12688138907406,-0.04967441713246501,6.300538428549926
1.4457405363986455,-12.672717592194244,-62.11892660680068,-0.03961847120767459,6.3491524261654435
1.4471532745293199,-12.67872172924961,-62.11822023773534,-0.03234202720315693,6.292953013991917
1.44778479172868,-12.68140567734689,-62.11790447913566,-0.0723006205435297,6.366917939291919
1.4480518524542354,-12.71240234375,-62.11285255799085,-0.024070752385597416,6.36679547041298
1.425393509934036,-12.698698907078494,-62.103050336920845,-0.03322991451526036,6.361660684096754
1.4255661405602573,-12.672262387860606,-62.103128237139394,-0.4313314982089196,5.600509062269818
1.42643675800286,-12.671233476337529,-62.10415714866247,-0.46079848955970704,5.590608323625763
1.4357909965380933,-12.660178467159525,-62.115212157840475,-0.41332165137598054,5.578303913444213
1.42937467793343,-12.66619175515545,-62.1297852233472,-0.43370764853190735,5.574679205614343
1.389168756984166,-12.716689855972291,-62.14112188198417,-0.38370627256610135,5.576116511266117
1.3954408192545171,-12.727665964945405,-62.14739394425452,-0.37056671316433665,5.559039970106791
1.3974483923731322,-12.721780048514942,-62.159041691104456,-0.37094437175203154,5.574605307382374
1.3976051746830747,-12.720525790035403,-62.16076629651382,-0.3837545368325834,5.49938883596816
1.3984375762621695,-12.713866577402644,-62.169922713883864,-0.35121993672942153,5.523368602329753
1.3951786115328444,-12.703403390494978,-62.18278730818431,-0.29480567131413693,5.5243176714050435
1.4013671875,-12.699208524948006,-62.2314453125,-0.2650610659529917,5.494591007792185
1.4013671875,-12.699508623220561,-62.2314453125,-0.2746517678174456,5.4945162374468035
1.4013671875,-12.705489228117829,-62.2314453125,-0.23242419653210789,5.502809186757644
1.408224364042388,-12.70237664884321,-62.216016665279625,-0.27413545565650566,5.481198583608302
1.419058017488218,-12.702837047496073,-62.18437617378731,-0.27963214522803526,5.498813421124204
1.4201877431773344,-12.703213622725778,-62.180798709105105,-0.2711500095437174,5.486550304677697
1.4234888638706005,-12.70141030719296,-62.1722554820176,-0.27536512167625915,5.463238192831117
1.416206106363832,-12.689757895182131,-62.20138651204467,-0.2893066755280955,5.468197450624339
1.4123902645410669,-12.6890987376268,-62.21664987933573,-0.2808707348338686,5.449160449397424
1.4121920632942537,-12.691458759357662,-62.214618015538306,-0.30239569131860833,5.470100169564823
1.4124863826263667,-12.691066333581512,-62.21265588665756,-0.2899004493207826,5.478280409995894
1.4171978823509914,-12.684784333948679,-62.18124588849339,-0.31068063646334565,5.464007348200773
1.4243505572020712,-12.686641584321242,-62.16695803654793,-0.32497274118570374,5.486948565266246
1.422365047381339,-12.694302561222042,-62.15843146055169,-0.22589946088594104,5.423694648204346
1.3895213713245578,-12.699768221377813,-62.15023296376065,-0.3327477902297744,5.524384396024068
1.3887888548906377,-12.698512478919664,-62.15012831855581,-0.333906922244779,5.506202185494906
1.3773767489617852,-12.678948868755917,-62.148498017708825,-0.23222984441567007,5.430466338669207
1.3902968677684358,-12.683609418389386,-62.10188279803687,-0.3246063242344803,5.521379243469883
1.3844380647150272,-12.703651543797925,-62.10810913976295,-0.25372339735513094,5.57463907038242
1.3838152709755471,-12.705395366268469,-62.109230168494015,-0.2746878850955454,5.548472951586173
1.3769171530321291,-12.724249655321291,-62.12104245173194,-0.30103451524344393,5.569645380124413
1.3865197278071464,-12.712203321557146,-62.116982294985725,-0.2548463459430508,5.524780217704145
1.3888267688203468,-12.714510362570346,-62.12313440435426,-0.22029666881655885,5.502122443232789
1.3893786468060076,-12.715040391500407,-62.123892343166396,-0.2030743956954808,5.471589777486016
1.403426144991633,-12.72768313986747,-62.11546384425502,-0.24789191148914824,5.514303970469339
1.4108659240783916,-12.733656729133124,-62.11163191222634,-0.23074090569396333,5.563381772250812
1.400600010912408,-12.721679830439475,-62.12018683986466,-0.25383539466038485,5.53382651711522
1.3997141945597398,-12.72064637802803,-62.12092502015855,-0.26591426699468457,5.534276890020703
1.3766839861046585,-12.718570749574845,-62.11377963586118,-0.24459041647017443,5.541581033582372
1.3762972774816746,-12.719102473931448,-62.11440803737353,-0.26441296341592135,5.5485132716296794
