mag_x,mag_y,mag_z,azimuth,elevation
3.5346924835050166,-8.683618264755017,-40.61186543576003,0.0,4.336577703664776
3.5349668706129047,-8.683892651862905,-40.61241420997581,-0.010555963446861938,4.371876115955195
3.535029222517449,-8.68395500376745,-40.612538913784896,-0.02694504327149616,4.3191291466154915
3.539939546827571,-8.686473679663786,-40.61279296875,-0.05652567998669156,4.278411078176694
3.543453333053384,-8.687706093510043,-40.61216359363002,-0.08158040108055786,4.280692291600863
3.533552902821891,-8.679220010454477,-40.607920552102236,-0.04213840837965677,4.300583280281682
3.5379614872891256,-8.661292819913982,-40.61125701059379,-0.03344135281348315,4.2873115253524565
3.5401933755452686,-8.658423249298941,-40.61253237531158,-0.036772998282330605,4.31959098090576
3.54260168883827,-8.65002356383827,-40.61059400267654,-0.005488231640100594,4.367452174243013
3.541511438404286,-8.650871374095715,-40.615196714228574,-0.021804952630475327,4.324829913048904
3.540388893672905,-8.651993918827095,-40.62080943788548,-0.040905969704738254,4.315368900638441
3.529018985388847,-8.659236349063146,-40.58723235906056,0.027781385685941018,4.291806771403667
3.5546875,-8.664450083075993,-40.61200154403867,-0.026029622063362012,4.317932064387127
3.5546875,-8.665951901936761,-40.611667806514056,-0.014185019180771974,4.355345252274214
3.5546875,-8.666294118387487,-40.611591758413894,-0.027480866174911966,4.3324021864690785
3.5506343693975277,-8.672550521767079,-40.612378127801236,-0.03155094303113515,4.424143602640947
3.5413538005401963,-8.6740972832433,-40.6170184122299,-0.02488789141348491,4.324524775688996
3.548607507051851,-8.646772589693205,-40.6039038729716,0.007810726802119916,4.367915785638186
3.541599119977715,-8.668490544186312,-40.60940851293631,-0.025349591581942832,4.3450870000450035
3.5295823433506794,-8.655476250399321,-40.59756109388311,-0.03051212054654684,4.35161148851424
3.5298040057649303,-8.65525458798507,-40.59748720641169,-0.027388357343639314,4.348303449502302
3.531985492309923,-8.653073101440077,-40.596760044230024,-0.046122155647381646,4.314298262358528
3.534754794738634,-8.650303799011366,-40.59583694342046,0.0039833132577484776,4.298334285557674
3.536621465947108,-8.664554503221076,-40.61328571636529,-0.013497657126066542,4.3355563211151145
3.5419995093943393,-8.67431640625,-40.61877968272721,-0.03380498635996787,4.292423809585795
3.543907753893853,-8.67431640625,-40.61847838096413,-0.0319853854341261,4.281019133197433
3.551529690940128,-8.67431640625,-40.61727491721998,-0.039291145448032694,4.302584269778248
