mag_x,mag_y,mag_z,azimuth,elevation,twist
1.6156337670992982,-12.828252324754013,-61.403771958111086,0.0,10.290215422844424,0.0
1.6122820682275931,-12.835456102876385,-61.39745306992699,-0.017203401097106052,10.226763456331023,0.17795164808390496
1.5802455041035013,-12.845206361522848,-61.38630991718817,-0.06167276381094666,10.133489921655519,0.6382002965422657
1.592801069433898,-12.82914960615908,-61.40362301487191,-0.08129274974353962,10.225552544534695,0.06373018382197415
1.584876692762254,-12.822265625,-61.41369985976735,-0.020580752668223568,10.281632559302809,-0.019657053700058214
1.5808397582723541,-12.82446873290447,-61.41381251709553,-0.06663624756689046,10.255064555523152,0.1328347033691557
1.5827267361215671,-12.824846128474313,-61.41343512152569,-0.04458556038423467,10.286521325639919,-0.06499161910286944
1.619919804715731,-12.832284742193146,-61.405996507806854,-0.032609823664330406,10.171686020129572,0.2733248560509196
1.5939907430417495,-12.811941825608846,-61.39971207908797,-0.015612542718372424,10.243112022822976,0.19750757577833156
1.597522973418917,-12.827319450635132,-61.40650357476351,-0.04106519005836162,10.264288217825841,0.08496467408852482
1.60400390625,-12.816011315642724,-61.42349148179209,-0.031113259749787403,10.219250309717745,0.1824302203276602
1.60400390625,-12.804115328127162,-61.42978935753562,-0.06529772635846598,10.206796842719857,0.3004144919677003
1.5767894464020455,-12.83762654227778,-61.431012048761694,-0.04069223324714244,10.292499046225934,0.06640790351968917
1.5739823794563583,-12.841729178583014,-61.430796120535106,-0.06855139495024787,10.285667381353823,-0.05579138963832975
1.5857759447059445,-12.815528851874868,-61.395199473271894,-0.08139721618076123,10.160628175028982,0.3847221129459797
1.6060710956261386,-12.83762691430834,-61.39525477639015,-0.027767142885750218,10.182700763447494,0.2488417737653208
1.5921255872140523,-12.844420899146696,-61.40741591775599,-0.06408023565697363,10.170158588785883,0.42562802955180246
1.5789679149151241,-12.833936186701068,-61.408465901118504,-0.030533144986264915,10.244689925856468,-0.02713114236655656
1.5844927906367405,-12.835087202476405,-61.406854479033036,-0.0542545067707465,10.183595026371481,0.1557990295728473
1.6309324116944275,-12.845495502722214,-61.39592880095832,-0.08167658435237968,10.223070775198241,0.1970014515338505
1.6009650534061053,-12.81314784469614,-61.42333984375,-0.05731918969979688,10.217471447794205,0.2633816381754457
1.6037525266248593,-12.81392214281246,-61.42333984375,-0.017677870073839586,10.203208112675012,0.11668539712343318
1.60708063403134,-12.814846617092039,-61.42333984375,-0.031585373115149196,10.152150070750672,0.30828342302430656
1.609789302944764,-12.815599025123545,-61.42333984375,-0.04865177670802723,10.238604266129682,-0.14233383739312444
1.585052456735387,-12.81045870566342,-61.421608817040855,-0.08549925575172779,10.303583076908131,0.08439314415230115
1.5827285649355105,-12.809942285263446,-61.42147971194086,-0.03895836594867319,10.224308639292975,0.05689939017742063
1.5655598776376467,-12.826057242174398,-61.387405182277114,-0.06164780227774713,10.266129459950879,0.10358310975638574
1.5685500657956029,-12.824887168547372,-61.3861051004693,-0.053151081310659265,10.248616998041028,0.08125790976413327
1.6016430159132198,-12.811937753283958,-61.37171686128773,-0.04927032378037666,10.156857649764284,0.32387480768184673
1.5858502417262557,-12.82211365060375,-61.37374203085874,-0.044738753308081414,10.273987423698193,0.18694516101982117
1.575634548641726,-12.820654265877389,-61.389795262848715,-0.04989874144143869,10.236281925395625,-0.05291132814650723
1.5785198254604702,-12.807867759523104,-61.395664928733574,-0.050951688047291555,10.265114523828915,0.1263447328395273
1.580069302250639,-12.805737228936621,-61.395083874937264,-0.03005384606396433,10.192484482385577,0.23903234064917456
1.6047597171145032,-12.796391916303223,-61.383043646741946,-0.04702322469245246,10.227397814414996,0.11198258328636257
1.6211846466144468,-12.798190824511668,-61.371731050488336,-0.03539701445794208,10.22811585205547,0.13328146092101179
1.5947484567624712,-12.796758921212012,-61.38489699057483,-0.03505038061783239,10.284081460385266,-0.12219579316584372
1.5957020610844324,-12.81297019468535,-61.39061861650659,-0.06065162677961666,10.234842952640186,0.16566835017994208
1.5957784390230791,-12.814268619642345,-61.39107688413848,-0.042705925490651,10.203502554264594,0.22983572788700712
1.5965930623745699,-12.82811721661769,-61.39596462424742,-0.04605317245034257,10.1769371285873,0.3672100825293967
1.6251713914578605,-12.837969756678783,-61.39816035758576,-0.014469770696820206,10.179690679855023,0.3626465347822432
1.6197178178017404,-12.82679343204204,-61.397771670253235,-0.023808414338589046,10.294876292268203,-0.08889244262536522
1.600757950340555,-12.831337729427215,-61.38993694863778,0.04825274753073927,10.27199224395447,0.2432335981219751
1.601202477906034,-12.837116587778445,-61.388158838375865,0.026485606128773043,10.351426665534232,0.16213198253186079
1.580183127257756,-12.843644997742244,-61.41163063940979,0.030490204749611394,10.284743940923518,0.3932938087965283
1.5816189189996812,-12.84220920600032,-61.411761165931786,0.008557497015431181,10.300993387330491,0.12909793075016296
1.5958628260103382,-12.807045384457236,-61.38460408834587,0.029420483204631864,10.335013045973497,-0.07836454558440664
1.5933241306390977,-12.805268297697369,-61.38561956649436,0.03627955382529535,10.282672079356546,0.1089959050178777
1.6075706266964553,-12.807250765606216,-61.38475217882988,0.038566039854316614,10.294976188666574,0.08656914059997689
1.6090431932808626,-12.807948297146199,-61.384364661307664,0.04053641624201987,10.269775737312763,0.31739436742822136
1.5945007810475904,-12.828601041801607,-61.38022583331984,0.04637075873452545,10.391087251153408,-0.22354693858136443
1.591379247309978,-12.830682064293349,-61.380017731070666,0.01979992528529806,10.31627877731253,0.13770714701257702
1.5850095027362567,-12.830957557027487,-61.383365534898346,0.01254749376619202,10.323625698033121,0.1222135878780648
1.5893896730080006,-12.821923582419995,-61.389262769024,0.06625165056851756,10.240536156888544,0.3571172901880857
1.591424163485818,-12.801578677641821,-61.395366240457456,0.035731186733869436,10.186495796708806,0.46082411608850293
1.6079043823905401,-12.800329640560083,-61.38657206275967,0.027009157247249505,10.36180033538762,0.08344344998715769
1.612178570324097,-12.810750788594754,-61.37628509053377,0.03597792272995548,10.26279622955632,0.1220422575508735
1.6109107226710004,-12.811645739879294,-61.37621051126006,0.016961088556087134,10.287422113330935,0.11395779843550713
1.5799572252658594,-12.816116186685518,-61.3742361826131,0.03708576253177398,10.281380974920243,0.1496851180066585
1.581301889637632,-12.815948103639046,-61.373227684334275,0.05213390611805835,10.237942504555855,0.12383476821074169
1.581651662453385,-12.815904382037077,-61.37296535472246,0.03521249225693168,10.301048997393488,0.06608557099019663
1.5833645087364765,-12.81569027625169,-61.37168072001014,0.05156032466172178,10.323574336157968,-0.09067619445082187
1.5822872675548751,-12.81494140625,-61.374255701195125,0.05458054465722739,10.311646626489688,0.0056080663738669045
1.604801278710409,-12.83462052285632,-61.39220177948532,0.05208873843966444,10.302482124122436,-0.2748192738437467
1.6049453950767134,-12.83332347555958,-61.39407529224727,0.03970800949619502,10.280494114357449,0.041059043524001027
1.6063243226137902,-12.82091312772589,-61.412001350229275,0.05992507819257753,10.279076065756453,0.1000319165950998
1.6144154396006716,-12.815839155199665,-61.40693244616611,0.036769889059655725,10.285846442461981,0.27117320485481855
1.5938078666213182,-12.815423487504859,-61.396494708325235,0.04935978089073956,10.259931523129882,0.39999973267441646
1.5695717334448083,-12.814872054501526,-61.392131454799085,0.010838680593224126,10.301233550446527,0.041094454912212086
1.5764146776163035,-12.812859423862852,-61.393339033182286,0.029527617843996268,10.308288875560152,0.1769413159289286
1.589130835729419,-12.806340326119855,-61.395845944309926,0.057966007825143606,10.319668939706796,0.10684784602199215
1.5799913783698603,-12.806257273079908,-61.39624478004994,0.06170319239078026,10.310235317299798,-0.0038106687350421
1.593514761321761,-12.815272861714508,-61.401879522946565,0.06380128246209438,10.275881387175257,0.21103975524633256
1.5941276157112378,-12.815681431307492,-61.402134878942185,0.03771249431781598,10.28134706550682,0.23602230243039912
1.6024000102291325,-12.821463676989566,-61.40584902599478,0.07054047578640166,10.246759323977383,0.20853685776441466
1.5958669509513093,-12.818197147350654,-61.40421576117533,0.025356521914176255,10.321210060811778,0.23582872506250396
1.5693184487618836,-12.819648251817101,-61.394746836481595,0.01798152704191125,10.280987864116469,0.23037979065784953
